model,MAE,RMSE,params
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",755.5441274407709,1322.683367211902,"{'colsample_bytree': 0.8801118290789387, 'gamma': 0.048938279121365835, 'learning_rate': 0.059504066774269275, 'max_depth': 4, 'n_estimators': 88, 'reg_alpha': 0.3490074679649478, 'reg_lambda': 0.12584195707947787, 'subsample': 0.9831847591319467}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",784.4637054463169,1395.7916414310891,"{'colsample_bytree': 0.5670902721775144, 'gamma': 0.472521034984004, 'learning_rate': 0.07068152945632575, 'max_depth': 5, 'n_estimators': 67, 'reg_alpha': 0.03346607958994746, 'reg_lambda': 0.38957685932451447, 'subsample': 0.5316196015781669}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",831.583129548885,1428.6628496114383,"{'colsample_bytree': 0.8577901585022998, 'gamma': 0.09436006807752356, 'learning_rate': 0.041848657674063774, 'max_depth': 7, 'n_estimators': 88, 'reg_alpha': 0.125350580588786, 'reg_lambda': 0.22587822493001075, 'subsample': 0.8574728803692789}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",746.0534397211555,1290.3279208896306,"{'colsample_bytree': 0.7763839879877599, 'gamma': 0.15995857658465223, 'learning_rate': 0.0449484798169904, 'max_depth': 9, 'n_estimators': 89, 'reg_alpha': 0.14857916769121837, 'reg_lambda': 0.18692342424416425, 'subsample': 0.8676360619228729}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",725.6371806835208,1272.375917848933,"{'colsample_bytree': 0.8237144912311207, 'gamma': 0.2112629897833972, 'learning_rate': 0.10470961170996185, 'max_depth': 15, 'n_estimators': 74, 'reg_alpha': 0.37000036866051067, 'reg_lambda': 0.007962698522935907, 'subsample': 0.6663036805123853}"
model,MAE,RMSE,params
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",134.23192738678495,161.70803089651795,"{'colsample_bytree': np.float64(0.8751066514766339), 'gamma': np.float64(0.16818167523220662), 'learning_rate': np.float64(0.05712606497679705), 'max_depth': 4, 'n_estimators': 51, 'reg_alpha': np.float64(0.43490118800587857), 'reg_lambda': np.float64(0.18431270733966665), 'subsample': np.float64(0.5474328312394807)}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",115.98695295948093,145.50870073696404,"{'colsample_bytree': np.float64(0.8906452289570015), 'gamma': np.float64(0.10669662799959706), 'learning_rate': np.float64(0.045885391240277726), 'max_depth': 15, 'n_estimators': 96, 'reg_alpha': np.float64(0.288849310803141), 'reg_lambda': np.float64(0.1900529560176134), 'subsample': np.float64(0.5241705645075243)}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",130.5518364340572,159.81064498812063,"{'colsample_bytree': np.float64(0.7592698722226102), 'gamma': np.float64(0.31609219659486265), 'learning_rate': np.float64(0.07601437623115746), 'max_depth': 2, 'n_estimators': 87, 'reg_alpha': np.float64(0.2758861085585976), 'reg_lambda': np.float64(0.20718059711203507), 'subsample': np.float64(0.8991741112440934)}"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=None, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",138.0288603184587,170.04311521526003,"{'colsample_bytree': np.float64(0.7935339210988364), 'gamma': np.float64(0.2735944598929348), 'learning_rate': np.float64(0.10964563768405512), 'max_depth': 5, 'n_estimators': 36, 'reg_alpha': np.float64(0.4136984736516216), 'reg_lambda': np.float64(0.04940426012404331), 'subsample': np.float64(0.8186584488972437)}"
